#1;Time;Voltage(V);Curent(A);Capacity(mAh);Batt.Temp(C);#2;Time;Voltage(V);Curent(A);Capacity(mAh);Batt.Temp(C);#3;Time;Voltage(V);Curent(A);Capacity(mAh);Batt.Temp(C);#4;Time;Voltage(V);Curent(A);Capacity(mAh);Batt.Temp(C)
 ;01:02:00;4.200;0.011;683.3;31.6;;;;;;;;;;;;;;;;;;
 ;01:02:01;4.200;0.011;683.3;31.6;;;;;;;;;;;;;;;;;;
 ;01:02:02;4.200;0.011;683.3;31.6;;;;;;;;;;;;;;;;;;
 ;01:02:03;4.200;0.011;683.3;31.6;;;;;;;;;;;;;;;;;;
 ;01:02:04;4.200;0.011;683.4;31.6;;;;;;;;;;;;;;;;;;
 ;01:02:05;4.200;0.011;683.4;31.6;;;;;;;;;;;;;;;;;;
 ;01:02:06;4.200;0.011;683.4;31.6;;;;;;;;;;;;;;;;;;
 ;01:02:07;4.200;0.011;683.4;31.6;;;;;;;;;;;;;;;;;;
 ;01:02:08;4.200;0.011;683.4;31.6;;;;;;;;;;;;;;;;;;
 ;01:02:09;4.200;0.011;683.4;31.6;;;;;;;;;;;;;;;;;;
 ;01:02:10;4.200;0.011;683.4;31.6;;;;;;;;;;;;;;;;;;
 ;01:02:11;4.200;0.011;683.4;31.6;;;;;;;;;;;;;;;;;;
 ;01:02:12;4.200;0.011;683.4;31.6;;;;;;;;;;;;;;;;;;
 ;01:02:13;4.200;0.011;683.4;31.6;;;;;;;;;;;;;;;;;;
 ;01:02:14;4.200;0.011;683.4;31.6;;;;;;;;;;;;;;;;;;
 ;01:02:15;4.200;0.011;683.4;31.6;;;;;;;;;;;;;;;;;;
 ;01:02:16;4.200;0.011;683.4;31.6;;;;;;;;;;;;;;;;;;
 ;01:02:17;4.200;0.011;683.4;31.6;;;;;;;;;;;;;;;;;;
 ;01:02:18;4.200;0.011;683.4;31.6;;;;;;;;;;;;;;;;;;
 ;01:02:19;4.200;0.011;683.4;31.6;;;;;;;;;;;;;;;;;;
 ;01:02:20;4.200;0.011;683.4;31.6;;;;;;;;;;;;;;;;;;
 ;01:02:21;4.200;0.011;683.4;31.6;;;;;;;;;;;;;;;;;;
 ;01:02:22;4.200;0.011;683.4;31.6;;;;;;;;;;;;;;;;;;
 ;01:02:23;4.200;0.011;683.4;31.6;;;;;;;;;;;;;;;;;;
 ;01:02:24;4.200;0.011;683.4;31.6;;;;;;;;;;;;;;;;;;
 ;01:02:25;4.200;0.011;683.4;31.6;;;;;;;;;;;;;;;;;;
 ;01:02:26;4.200;0.011;683.4;31.6;;;;;;;;;;;;;;;;;;
 ;01:02:27;4.200;0.011;683.4;31.6;;;;;;;;;;;;;;;;;;
 ;01:02:28;4.200;0.011;683.4;31.6;;;;;;;;;;;;;;;;;;
 ;01:02:29;4.200;0.011;683.4;31.6;;;;;;;;;;;;;;;;;;
 ;01:02:30;4.200;0.011;683.4;31.6;;;;;;;;;;;;;;;;;;
 ;01:02:31;4.200;0.011;683.4;31.6;;;;;;;;;;;;;;;;;;
 ;01:02:32;4.200;0.011;683.4;31.6;;;;;;;;;;;;;;;;;;
 ;01:02:33;4.200;0.011;683.4;31.6;;;;;;;;;;;;;;;;;;
 ;01:02:34;4.200;0.011;683.4;31.6;;;;;;;;;;;;;;;;;;
 ;01:02:35;4.200;0.011;683.4;31.6;;;;;;;;;;;;;;;;;;
 ;01:02:36;4.200;0.011;683.4;31.6;;;;;;;;;;;;;;;;;;
 ;01:02:37;4.200;0.011;683.5;31.6;;;;;;;;;;;;;;;;;;
 ;01:02:38;4.200;0.011;683.5;31.6;;;;;;;;;;;;;;;;;;
 ;01:02:39;4.200;0.011;683.5;31.6;;;;;;;;;;;;;;;;;;
 ;01:02:40;4.200;0.011;683.5;31.6;;;;;;;;;;;;;;;;;;
 ;01:02:41;4.200;0.011;683.5;31.6;;;;;;;;;;;;;;;;;;
 ;01:02:42;4.200;0.011;683.5;31.6;;;;;;;;;;;;;;;;;;
 ;01:02:43;4.200;0.011;683.5;31.6;;;;;;;;;;;;;;;;;;
 ;01:02:44;4.200;0.011;683.5;31.6;;;;;;;;;;;;;;;;;;
 ;01:02:45;4.200;0.011;683.5;31.6;;;;;;;;;;;;;;;;;;
 ;01:02:46;4.200;0.011;683.5;31.6;;;;;;;;;;;;;;;;;;
 ;01:02:47;4.200;0.011;683.5;31.6;;;;;;;;;;;;;;;;;;
 ;01:02:48;4.200;0.011;683.5;31.6;;;;;;;;;;;;;;;;;;
 ;01:02:49;4.200;0.011;683.5;31.6;;;;;;;;;;;;;;;;;;
 ;01:02:50;4.200;0.011;683.5;31.6;;;;;;;;;;;;;;;;;;
 ;01:02:51;4.200;0.011;683.5;31.6;;;;;;;;;;;;;;;;;;
 ;01:02:52;4.200;0.011;683.5;31.6;;;;;;;;;;;;;;;;;;
 ;01:02:53;4.200;0.011;683.5;31.6;;;;;;;;;;;;;;;;;;
 ;01:02:54;4.200;0.011;683.5;31.6;;;;;;;;;;;;;;;;;;
 ;01:02:55;4.200;0.011;683.5;31.6;;;;;;;;;;;;;;;;;;
 ;01:02:56;4.200;0.011;683.5;31.6;;;;;;;;;;;;;;;;;;
 ;01:02:57;4.200;0.011;683.5;31.5;;;;;;;;;;;;;;;;;;
 ;01:02:58;4.200;0.011;683.5;31.5;;;;;;;;;;;;;;;;;;
 ;01:02:59;4.200;0.011;683.5;31.6;;;;;;;;;;;;;;;;;;
 ;01:03:00;4.200;0.011;683.5;31.5;;;;;;;;;;;;;;;;;;
 ;01:03:01;4.200;0.011;683.5;31.5;;;;;;;;;;;;;;;;;;
 ;01:03:02;4.200;0.011;683.5;31.5;;;;;;;;;;;;;;;;;;
 ;01:03:03;4.200;0.011;683.5;31.5;;;;;;;;;;;;;;;;;;
 ;01:03:04;4.200;0.011;683.5;31.5;;;;;;;;;;;;;;;;;;
 ;01:03:05;4.200;0.011;683.5;31.5;;;;;;;;;;;;;;;;;;
 ;01:03:06;4.200;0.011;683.5;31.5;;;;;;;;;;;;;;;;;;
 ;01:03:07;4.200;0.011;683.5;31.5;;;;;;;;;;;;;;;;;;
 ;01:03:08;4.200;0.011;683.5;31.5;;;;;;;;;;;;;;;;;;
 ;01:03:09;4.200;0.011;683.5;31.5;;;;;;;;;;;;;;;;;;
 ;01:03:10;4.200;0.011;683.6;31.5;;;;;;;;;;;;;;;;;;
 ;01:03:11;4.200;0.011;683.6;31.5;;;;;;;;;;;;;;;;;;
 ;01:03:12;4.200;0.010;683.6;31.5;;;;;;;;;;;;;;;;;;
 ;01:03:13;4.200;0.009;683.6;31.5;;;;;;;;;;;;;;;;;;
 ;01:03:14;4.199;0.000;0.6;31.5;;;;;;;;;;;;;;;;;;
 ;01:03:15;4.195;0.011;0.6;31.5;;;;;;;;;;;;;;;;;;
 ;01:03:16;4.178;0.087;0.6;31.5;;;;;;;;;;;;;;;;;;
 ;01:03:17;4.166;0.136;0.6;31.5;;;;;;;;;;;;;;;;;;
 ;01:03:18;4.158;0.169;0.7;31.5;;;;;;;;;;;;;;;;;;
 ;01:03:19;4.150;0.202;0.7;31.5;;;;;;;;;;;;;;;;;;
 ;01:03:20;4.141;0.235;0.8;31.5;;;;;;;;;;;;;;;;;;
 ;01:03:21;4.133;0.268;0.9;31.5;;;;;;;;;;;;;;;;;;
 ;01:03:22;4.125;0.301;1.0;31.5;;;;;;;;;;;;;;;;;;
 ;01:03:23;4.116;0.334;1.1;31.5;;;;;;;;;;;;;;;;;;
 ;01:03:24;4.107;0.366;1.2;31.5;;;;;;;;;;;;;;;;;;
 ;01:03:25;4.099;0.399;1.3;31.5;;;;;;;;;;;;;;;;;;
 ;01:03:26;4.090;0.432;1.4;31.5;;;;;;;;;;;;;;;;;;
 ;01:03:27;4.081;0.465;1.5;31.5;;;;;;;;;;;;;;;;;;
 ;01:03:28;4.072;0.498;1.7;31.5;;;;;;;;;;;;;;;;;;
 ;01:03:29;4.063;0.531;1.8;31.5;;;;;;;;;;;;;;;;;;
 ;01:03:30;4.054;0.564;2.0;31.5;;;;;;;;;;;;;;;;;;
 ;01:03:31;4.045;0.597;2.1;31.5;;;;;;;;;;;;;;;;;;
 ;01:03:32;4.035;0.630;2.3;31.5;;;;;;;;;;;;;;;;;;
 ;01:03:33;4.026;0.662;2.5;31.5;;;;;;;;;;;;;;;;;;
 ;01:03:34;4.017;0.695;2.7;31.5;;;;;;;;;;;;;;;;;;
 ;01:03:35;4.007;0.728;2.9;31.5;;;;;;;;;;;;;;;;;;
 ;01:03:36;3.998;0.761;3.1;31.5;;;;;;;;;;;;;;;;;;
 ;01:03:37;3.989;0.794;3.3;31.5;;;;;;;;;;;;;;;;;;
 ;01:03:38;3.979;0.826;3.6;31.5;;;;;;;;;;;;;;;;;;
 ;01:03:39;3.969;0.859;3.8;31.5;;;;;;;;;;;;;;;;;;
 ;01:03:40;3.960;0.892;4.1;31.5;;;;;;;;;;;;;;;;;;
 ;01:03:41;3.950;0.925;4.3;31.5;;;;;;;;;;;;;;;;;;
 ;01:03:42;3.942;0.951;4.6;31.5;;;;;;;;;;;;;;;;;;
 ;01:03:43;3.936;0.964;4.9;31.5;;;;;;;;;;;;;;;;;;
 ;01:03:44;3.931;0.975;5.1;31.5;;;;;;;;;;;;;;;;;;
 ;01:03:45;3.927;0.986;5.4;31.5;;;;;;;;;;;;;;;;;;
 ;01:03:46;3.923;0.996;5.7;31.5;;;;;;;;;;;;;;;;;;
 ;01:03:47;3.920;1.000;6.0;31.5;;;;;;;;;;;;;;;;;;
 ;01:03:48;3.918;0.999;6.2;31.5;;;;;;;;;;;;;;;;;;
 ;01:03:49;3.916;1.000;6.5;31.5;;;;;;;;;;;;;;;;;;
 ;01:03:50;3.914;1.000;6.8;31.5;;;;;;;;;;;;;;;;;;
 ;01:03:51;3.912;1.000;7.1;31.5;;;;;;;;;;;;;;;;;;
 ;01:03:52;3.910;1.000;7.3;31.5;;;;;;;;;;;;;;;;;;
 ;01:03:53;3.909;1.000;7.6;31.5;;;;;;;;;;;;;;;;;;
 ;01:03:54;3.907;0.999;7.9;31.5;;;;;;;;;;;;;;;;;;
 ;01:03:55;3.905;0.999;8.2;31.5;;;;;;;;;;;;;;;;;;
 ;01:03:56;3.903;1.000;8.5;31.5;;;;;;;;;;;;;;;;;;
 ;01:03:57;3.902;1.000;8.7;31.6;;;;;;;;;;;;;;;;;;
 ;01:03:58;3.900;1.000;9.0;31.6;;;;;;;;;;;;;;;;;;
 ;01:03:59;3.899;1.000;9.3;31.6;;;;;;;;;;;;;;;;;;
 ;01:04:00;3.898;1.000;9.6;31.6;;;;;;;;;;;;;;;;;;
 ;01:04:01;3.896;1.000;9.8;31.6;;;;;;;;;;;;;;;;;;
 ;01:04:02;3.895;1.000;10.1;31.6;;;;;;;;;;;;;;;;;;
 ;01:04:03;3.894;1.000;10.4;31.6;;;;;;;;;;;;;;;;;;
 ;01:04:04;3.892;0.999;10.7;31.6;;;;;;;;;;;;;;;;;;
 ;01:04:05;3.891;0.999;11.0;31.6;;;;;;;;;;;;;;;;;;
 ;01:04:06;3.890;1.000;11.2;31.6;;;;;;;;;;;;;;;;;;
 ;01:04:07;3.888;1.000;11.5;31.6;;;;;;;;;;;;;;;;;;
 ;01:04:08;3.887;1.000;11.8;31.6;;;;;;;;;;;;;;;;;;
 ;01:04:09;3.886;1.000;12.1;31.6;;;;;;;;;;;;;;;;;;
 ;01:04:10;3.885;1.000;12.3;31.6;;;;;;;;;;;;;;;;;;
 ;01:04:11;3.884;1.000;12.6;31.6;;;;;;;;;;;;;;;;;;
 ;01:04:12;3.883;1.000;12.9;31.6;;;;;;;;;;;;;;;;;;
 ;01:04:13;3.882;1.000;13.2;31.6;;;;;;;;;;;;;;;;;;
 ;01:04:14;3.881;1.000;13.5;31.6;;;;;;;;;;;;;;;;;;
 ;01:04:15;3.880;1.000;13.7;31.6;;;;;;;;;;;;;;;;;;
 ;01:04:16;3.879;1.000;14.0;31.6;;;;;;;;;;;;;;;;;;
 ;01:04:17;3.878;0.999;14.3;31.6;;;;;;;;;;;;;;;;;;
 ;01:04:18;3.876;0.999;14.6;31.6;;;;;;;;;;;;;;;;;;
 ;01:04:19;3.876;1.000;14.8;31.6;;;;;;;;;;;;;;;;;;
 ;01:04:20;3.874;1.000;15.1;31.6;;;;;;;;;;;;;;;;;;
 ;01:04:21;3.873;1.000;15.4;31.6;;;;;;;;;;;;;;;;;;
 ;01:04:22;3.873;1.000;15.7;31.6;;;;;;;;;;;;;;;;;;
 ;01:04:23;3.872;1.000;16.0;31.6;;;;;;;;;;;;;;;;;;
 ;01:04:24;3.871;1.000;16.2;31.6;;;;;;;;;;;;;;;;;;
 ;01:04:25;3.870;1.000;16.5;31.6;;;;;;;;;;;;;;;;;;
 ;01:04:26;3.869;1.000;16.8;31.6;;;;;;;;;;;;;;;;;;
 ;01:04:27;3.868;1.000;17.1;31.6;;;;;;;;;;;;;;;;;;
 ;01:04:28;3.867;1.000;17.3;31.6;;;;;;;;;;;;;;;;;;
 ;01:04:29;3.867;1.000;17.6;31.6;;;;;;;;;;;;;;;;;;
 ;01:04:30;3.866;1.000;17.9;31.6;;;;;;;;;;;;;;;;;;
 ;01:04:31;3.865;1.000;18.2;31.7;;;;;;;;;;;;;;;;;;
 ;01:04:32;3.864;1.000;18.5;31.7;;;;;;;;;;;;;;;;;;
 ;01:04:33;3.863;1.000;18.7;31.7;;;;;;;;;;;;;;;;;;
 ;01:04:34;3.862;1.000;19.0;31.7;;;;;;;;;;;;;;;;;;
 ;01:04:35;3.862;0.999;19.3;31.7;;;;;;;;;;;;;;;;;;
 ;01:04:36;3.861;0.999;19.6;31.7;;;;;;;;;;;;;;;;;;
 ;01:04:37;3.860;1.000;19.8;31.7;;;;;;;;;;;;;;;;;;
 ;01:04:38;3.859;1.000;20.1;31.7;;;;;;;;;;;;;;;;;;
 ;01:04:39;3.858;1.000;20.4;31.7;;;;;;;;;;;;;;;;;;
 ;01:04:40;3.857;1.000;20.7;31.7;;;;;;;;;;;;;;;;;;
 ;01:04:41;3.857;1.000;21.0;31.7;;;;;;;;;;;;;;;;;;
 ;01:04:42;3.856;1.000;21.2;31.7;;;;;;;;;;;;;;;;;;
 ;01:04:43;3.855;1.000;21.5;31.7;;;;;;;;;;;;;;;;;;
 ;01:04:44;3.855;1.000;21.8;31.7;;;;;;;;;;;;;;;;;;
 ;01:04:45;3.854;1.000;22.1;31.7;;;;;;;;;;;;;;;;;;
 ;01:04:46;3.853;1.000;22.3;31.7;;;;;;;;;;;;;;;;;;
 ;01:04:47;3.852;1.000;22.6;31.7;;;;;;;;;;;;;;;;;;
 ;01:04:48;3.852;1.000;22.9;31.7;;;;;;;;;;;;;;;;;;
 ;01:04:49;3.851;1.000;23.2;31.7;;;;;;;;;;;;;;;;;;
 ;01:04:50;3.850;1.000;23.5;31.7;;;;;;;;;;;;;;;;;;
 ;01:04:51;3.849;1.000;23.7;31.7;;;;;;;;;;;;;;;;;;
 ;01:04:52;3.849;1.000;24.0;31.8;;;;;;;;;;;;;;;;;;
 ;01:04:53;3.848;1.000;24.3;31.8;;;;;;;;;;;;;;;;;;
 ;01:04:54;3.847;1.000;24.6;31.8;;;;;;;;;;;;;;;;;;
 ;01:04:55;3.847;1.000;24.8;31.8;;;;;;;;;;;;;;;;;;
 ;01:04:56;3.846;1.000;25.1;31.8;;;;;;;;;;;;;;;;;;
 ;01:04:57;3.846;1.000;25.4;31.8;;;;;;;;;;;;;;;;;;
 ;01:04:58;3.845;1.000;25.7;31.8;;;;;;;;;;;;;;;;;;
 ;01:04:59;3.844;1.000;26.0;31.8;;;;;;;;;;;;;;;;;;
 ;01:05:00;3.843;1.000;26.2;31.8;;;;;;;;;;;;;;;;;;
 ;01:05:01;3.843;1.000;26.5;31.8;;;;;;;;;;;;;;;;;;
 ;01:05:02;3.842;0.999;26.8;31.8;;;;;;;;;;;;;;;;;;
 ;01:05:03;3.841;1.000;27.1;31.8;;;;;;;;;;;;;;;;;;
 ;01:05:04;3.841;1.000;27.3;31.8;;;;;;;;;;;;;;;;;;
 ;01:05:05;3.840;1.000;27.6;31.8;;;;;;;;;;;;;;;;;;
 ;01:05:06;3.839;1.000;27.9;31.8;;;;;;;;;;;;;;;;;;
 ;01:05:07;3.839;1.000;28.2;31.8;;;;;;;;;;;;;;;;;;
 ;01:05:08;3.838;1.000;28.5;31.8;;;;;;;;;;;;;;;;;;
 ;01:05:09;3.838;1.000;28.7;31.8;;;;;;;;;;;;;;;;;;
 ;01:05:10;3.837;1.000;29.0;31.8;;;;;;;;;;;;;;;;;;
 ;01:05:11;3.836;1.000;29.3;31.9;;;;;;;;;;;;;;;;;;
 ;01:05:12;3.835;1.000;29.6;31.9;;;;;;;;;;;;;;;;;;
 ;01:05:13;3.835;1.000;29.8;31.9;;;;;;;;;;;;;;;;;;
 ;01:05:14;3.834;1.000;30.1;31.9;;;;;;;;;;;;;;;;;;
 ;01:05:15;3.834;1.000;30.4;31.9;;;;;;;;;;;;;;;;;;
 ;01:05:16;3.833;1.000;30.7;31.9;;;;;;;;;;;;;;;;;;
 ;01:05:17;3.833;1.000;31.0;31.9;;;;;;;;;;;;;;;;;;
 ;01:05:18;3.832;1.000;31.2;31.9;;;;;;;;;;;;;;;;;;
 ;01:05:19;3.831;1.000;31.5;31.9;;;;;;;;;;;;;;;;;;
 ;01:05:20;3.830;1.000;31.8;31.9;;;;;;;;;;;;;;;;;;
 ;01:05:21;3.830;1.000;32.1;31.9;;;;;;;;;;;;;;;;;;
 ;01:05:22;3.829;1.000;32.3;31.9;;;;;;;;;;;;;;;;;;
 ;01:05:23;3.829;1.000;32.6;31.9;;;;;;;;;;;;;;;;;;
 ;01:05:24;3.828;1.000;32.9;31.9;;;;;;;;;;;;;;;;;;
 ;01:05:25;3.828;1.000;33.2;31.9;;;;;;;;;;;;;;;;;;
 ;01:05:26;3.827;1.000;33.5;31.9;;;;;;;;;;;;;;;;;;
 ;01:05:27;3.827;1.000;33.7;31.9;;;;;;;;;;;;;;;;;;
 ;01:05:28;3.826;1.000;34.0;31.9;;;;;;;;;;;;;;;;;;
 ;01:05:29;3.825;1.000;34.3;32.0;;;;;;;;;;;;;;;;;;
 ;01:05:30;3.825;1.000;34.6;32.0;;;;;;;;;;;;;;;;;;
 ;01:05:31;3.824;1.000;34.8;32.0;;;;;;;;;;;;;;;;;;
 ;01:05:32;3.824;1.000;35.1;32.0;;;;;;;;;;;;;;;;;;
 ;01:05:33;3.823;1.000;35.4;32.0;;;;;;;;;;;;;;;;;;
 ;01:05:34;3.822;1.000;35.7;32.0;;;;;;;;;;;;;;;;;;
 ;01:05:35;3.821;0.999;36.0;32.0;;;;;;;;;;;;;;;;;;
 ;01:05:36;3.821;1.000;36.2;32.0;;;;;;;;;;;;;;;;;;
 ;01:05:37;3.820;1.000;36.5;32.0;;;;;;;;;;;;;;;;;;
 ;01:05:38;3.820;1.000;36.8;32.0;;;;;;;;;;;;;;;;;;
 ;01:05:39;3.819;1.000;37.1;32.0;;;;;;;;;;;;;;;;;;
 ;01:05:40;3.819;1.000;37.3;32.0;;;;;;;;;;;;;;;;;;
 ;01:05:41;3.818;1.000;37.6;32.0;;;;;;;;;;;;;;;;;;
 ;01:05:42;3.817;1.000;37.9;32.0;;;;;;;;;;;;;;;;;;
 ;01:05:43;3.817;1.000;38.2;32.0;;;;;;;;;;;;;;;;;;
 ;01:05:44;3.816;1.000;38.5;32.0;;;;;;;;;;;;;;;;;;
 ;01:05:45;3.816;1.000;38.7;32.0;;;;;;;;;;;;;;;;;;
 ;01:05:46;3.815;1.000;39.0;32.0;;;;;;;;;;;;;;;;;;
 ;01:05:47;3.815;1.000;39.3;32.0;;;;;;;;;;;;;;;;;;
 ;01:05:48;3.814;1.000;39.6;32.0;;;;;;;;;;;;;;;;;;
 ;01:05:49;3.814;1.000;39.8;32.1;;;;;;;;;;;;;;;;;;
 ;01:05:50;3.813;1.000;40.1;32.1;;;;;;;;;;;;;;;;;;
 ;01:05:51;3.812;1.000;40.4;32.1;;;;;;;;;;;;;;;;;;
 ;01:05:52;3.812;1.000;40.7;32.1;;;;;;;;;;;;;;;;;;
 ;01:05:53;3.811;1.000;41.0;32.1;;;;;;;;;;;;;;;;;;
 ;01:05:54;3.811;1.000;41.2;32.1;;;;;;;;;;;;;;;;;;
 ;01:05:55;3.811;1.000;41.5;32.1;;;;;;;;;;;;;;;;;;
 ;01:05:56;3.810;1.000;41.8;32.1;;;;;;;;;;;;;;;;;;
 ;01:05:57;3.809;1.000;42.1;32.1;;;;;;;;;;;;;;;;;;
 ;01:05:58;3.809;1.000;42.3;32.1;;;;;;;;;;;;;;;;;;
 ;01:05:59;3.808;1.000;42.6;32.1;;;;;;;;;;;;;;;;;;
 ;01:06:00;3.808;1.000;42.9;32.1;;;;;;;;;;;;;;;;;;
 ;01:06:01;3.807;1.000;43.2;32.1;;;;;;;;;;;;;;;;;;
 ;01:06:02;3.807;1.000;43.5;32.1;;;;;;;;;;;;;;;;;;
 ;01:06:03;3.806;1.000;43.7;32.1;;;;;;;;;;;;;;;;;;
 ;01:06:04;3.806;1.000;44.0;32.2;;;;;;;;;;;;;;;;;;
 ;01:06:05;3.805;1.000;44.3;32.2;;;;;;;;;;;;;;;;;;
 ;01:06:06;3.805;1.000;44.6;32.2;;;;;;;;;;;;;;;;;;
 ;01:06:07;3.804;1.000;44.8;32.2;;;;;;;;;;;;;;;;;;
 ;01:06:08;3.803;1.000;45.1;32.2;;;;;;;;;;;;;;;;;;
 ;01:06:09;3.803;1.000;45.4;32.2;;;;;;;;;;;;;;;;;;
 ;01:06:10;3.803;1.000;45.7;32.2;;;;;;;;;;;;;;;;;;
 ;01:06:11;3.802;1.000;46.0;32.2;;;;;;;;;;;;;;;;;;
 ;01:06:12;3.801;1.000;46.2;32.2;;;;;;;;;;;;;;;;;;
 ;01:06:13;3.800;0.999;46.5;32.2;;;;;;;;;;;;;;;;;;
 ;01:06:14;3.800;1.000;46.8;32.2;;;;;;;;;;;;;;;;;;
 ;01:06:15;3.800;1.000;47.1;32.2;;;;;;;;;;;;;;;;;;
 ;01:06:16;3.799;1.000;47.3;32.2;;;;;;;;;;;;;;;;;;
 ;01:06:17;3.798;1.000;47.6;32.2;;;;;;;;;;;;;;;;;;
 ;01:06:18;3.798;1.000;47.9;32.2;;;;;;;;;;;;;;;;;;
 ;01:06:19;3.798;1.000;48.2;32.2;;;;;;;;;;;;;;;;;;
 ;01:06:20;3.797;1.000;48.5;32.2;;;;;;;;;;;;;;;;;;
 ;01:06:21;3.797;1.000;48.7;32.2;;;;;;;;;;;;;;;;;;
 ;01:06:22;3.796;1.000;49.0;32.3;;;;;;;;;;;;;;;;;;
 ;01:06:23;3.795;1.000;49.3;32.3;;;;;;;;;;;;;;;;;;
 ;01:06:24;3.795;1.000;49.6;32.3;;;;;;;;;;;;;;;;;;
 ;01:06:25;3.795;1.000;49.8;32.3;;;;;;;;;;;;;;;;;;
 ;01:06:26;3.794;1.000;50.1;32.3;;;;;;;;;;;;;;;;;;
 ;01:06:27;3.793;1.000;50.4;32.3;;;;;;;;;;;;;;;;;;
 ;01:06:28;3.793;1.000;50.7;32.3;;;;;;;;;;;;;;;;;;
 ;01:06:29;3.792;1.000;51.0;32.3;;;;;;;;;;;;;;;;;;
 ;01:06:30;3.792;1.000;51.2;32.3;;;;;;;;;;;;;;;;;;
 ;01:06:31;3.792;1.000;51.5;32.3;;;;;;;;;;;;;;;;;;
 ;01:06:32;3.791;1.000;51.8;32.3;;;;;;;;;;;;;;;;;;
 ;01:06:33;3.790;1.000;52.1;32.3;;;;;;;;;;;;;;;;;;
 ;01:06:34;3.790;1.000;52.3;32.3;;;;;;;;;;;;;;;;;;
 ;01:06:35;3.790;1.000;52.6;32.3;;;;;;;;;;;;;;;;;;
 ;01:06:36;3.789;1.000;52.9;32.4;;;;;;;;;;;;;;;;;;
 ;01:06:37;3.789;1.000;53.2;32.4;;;;;;;;;;;;;;;;;;
 ;01:06:38;3.788;1.000;53.5;32.4;;;;;;;;;;;;;;;;;;
 ;01:06:39;3.787;1.000;53.7;32.4;;;;;;;;;;;;;;;;;;
 ;01:06:40;3.787;1.000;54.0;32.4;;;;;;;;;;;;;;;;;;
 ;01:06:41;3.786;1.000;54.3;32.4;;;;;;;;;;;;;;;;;;
 ;01:06:42;3.786;1.000;54.6;32.4;;;;;;;;;;;;;;;;;;
 ;01:06:43;3.786;1.000;54.8;32.4;;;;;;;;;;;;;;;;;;
 ;01:06:44;3.785;1.000;55.1;32.4;;;;;;;;;;;;;;;;;;
 ;01:06:45;3.784;1.000;55.4;32.4;;;;;;;;;;;;;;;;;;
 ;01:06:46;3.784;1.000;55.7;32.4;;;;;;;;;;;;;;;;;;
 ;01:06:47;3.784;1.000;56.0;32.4;;;;;;;;;;;;;;;;;;
 ;01:06:48;3.783;1.000;56.2;32.4;;;;;;;;;;;;;;;;;;
 ;01:06:49;3.782;1.000;56.5;32.4;;;;;;;;;;;;;;;;;;
 ;01:06:50;3.782;1.000;56.8;32.4;;;;;;;;;;;;;;;;;;
 ;01:06:51;3.782;1.000;57.1;32.5;;;;;;;;;;;;;;;;;;
 ;01:06:52;3.781;1.000;57.3;32.5;;;;;;;;;;;;;;;;;;
 ;01:06:53;3.781;1.000;57.6;32.5;;;;;;;;;;;;;;;;;;
 ;01:06:54;3.780;1.000;57.9;32.5;;;;;;;;;;;;;;;;;;
 ;01:06:55;3.780;1.000;58.2;32.5;;;;;;;;;;;;;;;;;;
 ;01:06:56;3.779;1.000;58.5;32.5;;;;;;;;;;;;;;;;;;
 ;01:06:57;3.778;0.999;58.7;32.5;;;;;;;;;;;;;;;;;;
 ;01:06:58;3.778;1.000;59.0;32.5;;;;;;;;;;;;;;;;;;
 ;01:06:59;3.778;1.000;59.3;32.5;;;;;;;;;;;;;;;;;;
 ;01:07:00;3.777;1.000;59.6;32.5;;;;;;;;;;;;;;;;;;
 ;01:07:01;3.776;1.000;59.8;32.5;;;;;;;;;;;;;;;;;;
 ;01:07:02;3.776;1.000;60.1;32.5;;;;;;;;;;;;;;;;;;
 ;01:07:03;3.776;1.000;60.4;32.5;;;;;;;;;;;;;;;;;;
 ;01:07:04;3.775;1.000;60.7;32.5;;;;;;;;;;;;;;;;;;
 ;01:07:05;3.774;1.000;61.0;32.5;;;;;;;;;;;;;;;;;;
 ;01:07:06;3.774;1.000;61.2;32.5;;;;;;;;;;;;;;;;;;
 ;01:07:07;3.774;1.000;61.5;32.5;;;;;;;;;;;;;;;;;;
 ;01:07:08;3.773;1.000;61.8;32.6;;;;;;;;;;;;;;;;;;
 ;01:07:09;3.773;1.000;62.1;32.6;;;;;;;;;;;;;;;;;;
 ;01:07:10;3.772;1.000;62.3;32.6;;;;;;;;;;;;;;;;;;
 ;01:07:11;3.772;1.000;62.6;32.6;;;;;;;;;;;;;;;;;;
 ;01:07:12;3.771;1.000;62.9;32.6;;;;;;;;;;;;;;;;;;
 ;01:07:13;3.771;1.000;63.2;32.6;;;;;;;;;;;;;;;;;;
 ;01:07:14;3.770;1.000;63.5;32.6;;;;;;;;;;;;;;;;;;
 ;01:07:15;3.770;1.000;63.7;32.6;;;;;;;;;;;;;;;;;;
 ;01:07:16;3.770;1.000;64.0;32.6;;;;;;;;;;;;;;;;;;
 ;01:07:17;3.769;1.000;64.3;32.6;;;;;;;;;;;;;;;;;;
 ;01:07:18;3.768;1.000;64.6;32.6;;;;;;;;;;;;;;;;;;
 ;01:07:19;3.768;1.000;64.8;32.6;;;;;;;;;;;;;;;;;;
 ;01:07:20;3.768;1.000;65.1;32.6;;;;;;;;;;;;;;;;;;
 ;01:07:21;3.767;1.000;65.4;32.6;;;;;;;;;;;;;;;;;;
